"","caseid","visa1","weight","consent","plugin_willing","plugin_treat","consent2","consent2_outcome","install_check","install_check_outcome","SMP9991","SMP9992","SMP9701","SMP8201","SMP8202A","SMP8202B","SMP8202C","SMP8202D","SMP71003","SMP71004","SMP71005","SMP71006","SMP71007","SMP71008","SMP71009","SMP71010","SMP71011","SMP71012","SMP4201","SMP4202","SMP4203","SMP4204","SMP4205","SMP4206","SMP4207","SMP4211","SMP4212","SMP4213","SMP4214","SMP4215","SMP4216","SMP67001","SMP67002","SMP67003","SMP67004","SMP67005","SMP67006","SMP67007","SMP67008","SMP67009","SMP67010","SMP67011","SMP67012","SMP8885","SMP3310","SMP3322","SMP3323","SMP3324","SMP3001","SMP3002","SMP3007A","SMP3008A","SMP3007B","SMP3008B","SMP7001","SMP7002","SMP6701","SMP6702","SMP6703","SMP6704","SMP6705","SMP6706","SM","SMP","SMP69002","SMP69003","SMP66001","SMP66002","SMP66003","SMP66005","SMP1012_18_1","SMP1012_18_2","SMP1012_18_3","SMP1012_18_4","SMP1012_18_5","SMP1012_18_6","SMP1012_18_7","SMP1012_18_8","SMP1012_18_9","SMP1019A","SMP1019B","SMP1020A","SMP1020B","SMP6310","SMP6320","SMP6330_1","SMP6330_2","SMP6330_3","SMP4310","SMP4321","SMP4322","SMP4323","SMP4324","SMP4325","SMP4326","SMP5311","SMP5312","SMP5313","SMP5314","SMP5315","SMP5316","SMP5321","SMP5322","SMP5323","SMP5324","SMP5325","SMP5331","SMP5332","SMP5333","SMP5334","SMP5335","SMP5336","SMP5337","SMP5340","SMP5361","SMP5362","SMP5363","SMP5364","SMP5350","SMP5370_1","SMP5370_2","SMP5370_3","SMP5371A","SMP5371B","SMP9891","SMP9892","SMP9893","SMP9894","SMP9895","SMP8886","SMP8887","operating_system","web_browser","device","birthyr","gender","race","educ","marstat","employ","faminc_new","pid3","pid7","presvote16post","inputzip","inputstate","region","votereg","ideo5","newsint","religpew","pew_churatd","pew_bornagain","pew_religimp","pew_prayer","starttime","endtime","caseid_w2","weight_w2","treat_test","visa1_w2","SMP3005_w2","SMP9701_w2","SMP67001_w2","SMP67002_w2","SMP67003_w2","SMP67004_w2","SMP67005_w2","SMP67006_w2","SMP67007_w2","SMP67008_w2","SMP67009_w2","SMP67010_w2","SMP67011_w2","SMP67012_w2","SMP3001_w2","SMP3002_w2","SMP7001_w2","SMP7002_w2","SMP6701_w2","SMP6702_w2","SMP6703_w2","SMP6704_w2","SMP6705_w2","SMP6706_w2","SM_w2","SMP_w2","SMP69002_w2","SMP69003_w2","SMP66001_w2","SMP66002_w2","SMP66003_w2","SMP66005_w2","SMP6320_w2","SMP6330_w2_1","SMP6330_w2_2","SMP6330_w2_3","SMP4310_w2","SMP4321_w2","SMP4322_w2","SMP4323_w2","SMP4324_w2","SMP4325_w2","SMP4326_w2","SMP5311_w2","SMP5312_w2","SMP5313_w2","SMP5314_w2","SMP5315_w2","SMP5316_w2","SMP5321_w2","SMP5322_w2","SMP5323_w2","SMP5324_w2","SMP5325_w2","SMP5331_w2","SMP5332_w2","SMP5333_w2","SMP5334_w2","SMP5335_w2","SMP5336_w2","SMP5337_w2","SMP9891_w2","SMP9892_w2","SMP9893_w2","SMP9894_w2","SMP9895_w2","SMP5050_w2","SMP5051a_w2","SMP5052_w2","SMP5053_w2","SMP8885_w2","SMP5061_w2","SMP5062_w2","SMP5063_w2","SMP5064_w2","SMP5065_w2","SMP5081_w2","SMP5082_w2","SMP5083_w2","SMP5084_w2","SMP5085_w2","SMP8886_w2","SMP8887_w2","operating_system_w2","web_browser_w2","device_w2","birthyr_w2","gender_w2","race_w2","educ_w2","marstat_w2","employ_w2","faminc_new_w2","pid3_w2","pid7_w2","presvote16post_w2","inputzip_w2","inputstate_w2","region_w2","votereg_w2","ideo5_w2","newsint_w2","religpew_w2","pew_churatd_w2","pew_bornagain_w2","pew_religimp_w2","pew_prayer_w2","startime_w2","endtime_w2","income_score","Treated","Pol_cyn_1","Pol_cyn_2","aff_pol_w1","aff_pol_w2","diff_aff_pol","IE_dummy","Chrome_dummy","Firefox_dummy","Safari_dummy","N_Safari_dummy","Fox_Trust_1","Fox_Trust_2","CNN_Trust_1","CNN_Trust_2","MSNBC_Trust_1","MSNBC_Trust_2","CBS_Trust_1","CBS_Trust_2","ABC_Trust_1","ABC_Trust_2","NBC_Trust_1","NBC_Trust_2","Total_DL","Inverse_DL","Total_Science_Misinfo","Twitter_Acct","FB_Acct","FB_Twitt_Acct","Social_Media_Use","Party_ID","party_score","race_white","educ_score","gender_dummy_fem","Age","Age_Sq","DL_inverse","Trust_Media_w1","Trust_Media_w2","compliance_check_1","compliance_check_2","Complied","Groups","ideo_score","Covid_Misinfo_Index_w2","Covid_info_Index_w2","BLM_Misinfo_Index_w2","BLM_info_Index_w2","cons_news_n","cons_cable","cons_print","cons_public","cons_talk","cons_desk","cons_mobile","trust_news_sm","trust_news","Trust_inst_w1","Trust_inst_w2","mean_cons","Pulse_Dummy","totalnewsbinary.x","totalnewscount.x","log_news.x","totalvisits.x","log_total.x","Average_domain_NewsG_Score","Count_Reliable_NewsG_Score","Count_Unreliable_NewsG_Score","Prop_Reliable_NewsG_Score","Prop_Unreliable_NewsG_Score","partisanship_news_diet","totalnewsbinary.y","totalnewscount.y","log_news.y","totalvisits.y","log_total.y","Average_domain_NewsG_Score_post","Count_Reliable_NewsG_Score_post","Count_Unreliable_NewsG_Score_post","Prop_Reliable_NewsG_Score_post","Prop_Unreliable_NewsG_Score_post","partisanship_news_diet_post","totalnewsbinary","totalnewscount","log_news","totalvisits","log_total","Average_domain_NewsG_Score_dv","Count_Reliable_NewsG_Score_dv","Count_Unreliable_NewsG_Score_dv","Prop_Reliable_NewsG_Score_dv","Prop_Unreliable_NewsG_Score_dv","partisanship_news_diet_dv","abs_part"
"1",1147325327,"vTj8x6xhrrMMGZ",0.624055696218844,"I agree to participate","Yes, I would be willing to install such an extension for 10,000 points","Offered plug-in","Yes","Selected ""yes"" the first time","Yes","Selected ""yes"" the first time","Every Day","Every Day","Unemployed","Very conservative","A Republican","not asked","not asked","Strong Republican","3","4","No Understanding","Full Understanding","Full Understanding","No Understanding","2","Strongly Agree","Strongly Agree","Strongly Disagree","Every Day","Never","Never","Every Day","Never","Every Day","Every Day","Every Day","Never","Never","Never","Never","Never","Not too much","Some","A lot","A lot","Not too much","Some",NA,"Not at all","Not at all","Not at all","Not at all","Not at all","Yes","Democratic Party","Nancy Pelosi","Prime Minister of the United Kingdom","Michael Pompeo",0,75,"Never","Not important at all","not asked","not asked","10.0","1.0",38,17,9,40,"40.0","43.0","Quite a few",1,0,0,70,NA,"don't know","76.0","not selected","selected","not selected","not selected","not selected","not selected","not selected","not selected","not selected",0,0,7,7,"Yes","Somewhat favorable","selected","not selected","not selected",4,"A lot","Some","Some","A lot","A lot",4,"Strongly Agree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Strongly Disagree","Very comfortable","Somewhat comfortable","Somewhat comfortable","Somewhat comfortable","Somewhat comfortable","Excellent","Good","Fair","Poor","Fair","Poor","Poor","Trust ordinary people somewhat more",2,3,2,2,"20 seconds","not selected","not selected","selected","No friends or family members have tested positive for COVID-19","not asked","2","2","3","3","4","Never","No, I did not look up information","iPhone iOS 13.4","Safari 13","Desktop/laptop",1962,"Male","White","4-year","Married","Retired","$40,000 - $49,999","Republican","Strong Republican","Donald Trump","86442.0","Arizona","West","Yes","Very conservative","Most of the time","Nothing in particular","Seldom","No","Not too important","Seldom","2020-05-29T00:55:43.315","2020-05-29T01:36:53.024",1163639987,0.738021165269406,"Offered plug-in","vTj8x6xhrrMMGZ","I liked it a lot","Unemployed","Some","Some","Some","Some","Not too much","Not at all","A lot","Not at all","Not at all","Not at all","Not at all","Not at all",1,91,"18.0","3.0",10,31,3,38,"17.0","25.0","Quite a few",1,0,0,"58.0","6.0","7.0","37.0","Very unfavorable","selected","not selected","not selected",5,"A lot","Some","Some","Some","A lot",4,"Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat uncomfortable","Somewhat uncomfortable","Somewhat uncomfortable","Somewhat uncomfortable","Somewhat uncomfortable","Excellent","Good","Good","Poor","Poor","Poor","Poor","5","5","5","5","5","Strongly oppose","Somewhat agree","Hurt their cause","Mostly violent riots","Yes",NA,NA,3,4,4,4,4,1,1,4,"Never","No, I did not look up information","iPhone iOS 13.5","Safari 13","Desktop/laptop",1962,"Male","White","4-year","Married","Retired","$40,000 - $49,999","Republican","Strong Republican","Donald Trump",86442,"Arizona","West","Yes","Very conservative","Most of the time","Nothing in particular","Seldom","No","Not too important","Seldom","2020-06-25T21:22:28.113","2020-06-25T21:43:13.977",5,1,3,3,75,90,15,0,0,0,1,0,NA,4,1,1,1,1,1,1,1,1,1,1,49,17,2.25,0,1,1,3.5,"Strong Republican",7,1,5,0,58,3364,-18,1,1,1,1,1,"Treated and Complied",7,3,2.5,2,1.5,5,1,1,5,1,5,5,70,2,26,20.5,5,1,1,446,6.10031895202006,4826,8.48177324618498,71.8419117647059,2.53402610605613,1.83250891270624,0.76457399103139,0.150224215246637,1.23178621866289,1,139,4.93447393313069,1624,7.39264752072162,79.5161290322581,2.05307844348342,1.11394335230684,0.805755395683453,0.0863309352517986,1.30450221932069,1,678,6.5191472879404,7707,8.94988428577799,74.3529900332226,2.71516735784846,1.92941892571429,0.76401179941003,0.123893805309735,1.21922700116609,1.23178621866289
"2",1147338125,"v76mtPMxhWjjSd",1.81763738761306,"I agree to participate","Yes, I would be willing to install such an extension for 10,000 points","Offered plug-in","Yes","Selected ""yes"" the first time","Yes","Selected ""yes"" the first time","Several Times a Week","Several Times a Week","Unemployed","Moderate; middle of the road","A Republican","not asked","not asked","Strong Republican","3","3","4","3","3","3","-1","2","0","-1","Every Day","Every Day","At Least Once a Week","Several Times a Week","Less Than Once a Week","At Least Once a Week","Less Than Once a Week","At Least Once a Week","Less Than Once a Week","At Least Once a Week","Several Times a Week","Several Times a Week","Several Times a Week","Some","Some","Some","Some","Some","Some","Some","Some","Some","Some","Some","Some","Yes","Republican Party","Nancy Pelosi","Prime Minister of the United Kingdom","Michael Pompeo",43,58,"Rarely","Not very important","not asked","not asked","48.0","48.0",48,47,46,50,"43.0","46.0","Quite a few",1,0,0.5,50,42,"47.0","48.0","selected","selected","selected","not selected","not selected","selected","selected","not selected","not selected",3,2,8,6,"No","not asked","selected","not selected","not selected",3,"Some","Some","Some","Some","Some",2,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat comfortable","Neither comfortable nor uncomfortable","Very uncomfortable","Neither comfortable nor uncomfortable","Neither comfortable nor uncomfortable","Good","Fair","Poor","Fair","Fair","Fair","Fair","Trust both the same",3,2,4,3,"20 seconds","selected","selected","not selected","No friends or family members have tested positive for COVID-19","not asked","5","5","5","5","Very Concerned 7","Never","Yes, I looked up information","Windows 10","Chrome 83","Desktop/laptop",1955,"Female","Native American","2-year","Married","Temporarily laid off",NA,"Republican","Strong Republican","Donald Trump","28574.0","North Carolina","South","Yes","Moderate","Some of the time","Protestant","Once a week","Yes","Very important","Several times a day","2020-05-29T12:35:08.604","2020-05-29T13:08:15.534",1163637607,1.94026467269568,"Offered plug-in","v76mtPMxhWjjSd","I neither liked it nor disliked it","Unemployed","Some","Not too much","Some","Some","Some","Some","Some","Some","Some","A lot","A lot","A lot",27,76,"61.0","52.0",57,61,54,53,"45.0","51.0","Not very many",1,0,0.5,"50.0","don't know","don't know","don't know","Slightly favorable","not selected","not selected","selected",3,"Some","Some","Some","Some","Some",3,"Strongly agree","Strongly agree","Neither agree nor disagree","Strongly agree","Strongly agree","Strongly agree","Very comfortable","Neither comfortable nor uncomfortable","Very uncomfortable","Neither comfortable nor uncomfortable","Somewhat uncomfortable","Fair","Fair","Poor","Fair","Fair","Fair","Fair","5","5","5","6","Very Concerned 7","Neither support nor oppose","Neither agree nor disagree","Not Sure","Mostly violent riots","Yes",1,NA,NA,2,3,3,NA,1,NA,4,"Never","No, I did not look up information","Windows 10","Chrome 83","Desktop/laptop",1955,"Female","Native American","2-year","Married","Temporarily laid off","$60,000 - $69,999","Republican","Strong Republican","Donald Trump",28574,"North Carolina","South","Yes","Moderate","Some of the time","Protestant","Once a week","Yes","Very important","Several times a day","2020-06-26T11:47:40.955","2020-06-26T12:03:45.795",NA,1,3,2,15,49,34,0,1,0,0,1,3,3,3,3,3,3,3,4,3,4,3,4,43,23,3,1,1,1,4.75,"Strong Republican",7,0,4,1,65,4225,-24,1.5,1.5,1,1,1,"Treated and Complied",4,0.5,2,2,1.5,5,5,3,4,2,3,2,46,3,47.75,56.25,2.5,1,1,24,3.17805383034795,1579,7.36454701425564,90,0.477121254719662,0,0.0833333333333333,0,NA,1,1,0,768,6.64378973314767,87.5,0.301029995663981,0,1,0,NA,1,2,0.693147180559945,2311,7.74543561027438,100,0.301029995663981,0,0.5,0,NA,NA
"3",1147357513,"vnrSpFcNC91dPt",5.46557630800044,"I agree to participate","Yes, I would be willing to install such an extension for 10,000 points","Control","not asked","not asked","not asked","not asked","Every Day","Every Day","Unemployed","Very liberal","A Democrat","not asked","Strong Democrat","not asked","3","Full Understanding","Full Understanding","4","Full Understanding","Full Understanding","0","0","0","0","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Yes","Democratic Party","Nancy Pelosi","Prime Minister of the United Kingdom","Michael Pompeo",78,0,"not asked","not asked","Never","Not important at all","10.0","44.0",55,4,63,29,"28.0","don't know","Quite a few",1,1,0.75,NA,NA,"don't know","don't know","selected","selected","not selected","selected","not selected","selected","not selected","selected","not selected",7,5,7,4,"No","not asked","not selected","not selected","not selected",1,"Not much","A lot","A lot","A lot","Some",3,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither comfortable nor uncomfortable","Neither comfortable nor uncomfortable","Neither comfortable nor uncomfortable","Neither comfortable nor uncomfortable","Neither comfortable nor uncomfortable","Poor","Good","Poor","Excellent","Good","Good","Excellent","Trust experts much more",3,3,3,3,"2 minutes","not selected","selected","not selected","No friends or family members have tested positive for COVID-19","not asked","Not Concerned at all 1","Not Concerned at all 1","Not Concerned at all 1","Not Concerned at all 1","Not Concerned at all 1","Rarely","No, I did not look up information","iPhone iOS 13.4","Safari 13","Desktop/laptop",1988,"Male","White","High school graduate","Never married","Unemployed","Less than $10,000","Democrat","Strong Democrat","Hillary Clinton","15063.0","Pennsylvania","Northeast","Yes","Very liberal","Most of the time","Atheist","Never","No","Not at all important","Never","2020-05-30T16:03:08.702","2020-05-31T19:15:17.585",1161236223,3.26350467921395,"Control","No Data","not asked","Unemployed","Not too much","Not at all","Not too much","Some","A lot","Some","Not at all","Not at all","Some","Some","Some","Some",95,0,"97.0","84.0",39,3,51,28,"10.0","don't know","Quite a few",1,1,0.5,"don't know","don't know","don't know","don't know","Very favorable","selected","selected","selected",1,"Some","A lot","Not much","A lot","Not much",4,"Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Very comfortable","Somewhat uncomfortable","Very uncomfortable","Neither comfortable nor uncomfortable","Somewhat uncomfortable","Poor","Good","Poor","Excellent","Excellent","Good","Excellent","Not Concerned at all 1","Not Concerned at all 1","Very Concerned 7","4","5","Strongly support","Strongly agree","Helped their cause","Mostly peaceful","Yes",1,1,4,1,4,1,1,1,1,4,"Some of the time","No, I did not look up information","iPhone iOS 13.5","Safari 13","No Data",1988,"Male","White","High school graduate","Never married","Unemployed","Less than $10,000","Democrat","Strong Democrat","Hillary Clinton",15063,"Pennsylvania","Northeast","Yes","Very liberal","Most of the time","Atheist","Never","No","Not at all important","Never","2020-06-21T17:01:23.268","2020-06-21T17:10:49.750",1,0,3,3,78,95,17,0,0,0,1,0,1,1,1,1,1,3,1,3,1,3,1,3,47,19,3,1,1,1,5.75,"Strong Democrat",1,1,2,0,32,1024,-20,2.75,2.5,0,0,0,"Not Treated",1,0,3,0,1.5,1,1,1,1,1,1,1,NA,1,37.75,30.25,1,1,1,1542,7.34083555412327,5569,8.62497078358967,87.4018691588785,2.03342375548695,0,0.069390402075227,0,-0.456961104101504,1,1739,7.46106551435428,9125,9.11877317845069,90.0791139240506,2.20139712432045,0,0.0908568142610696,0,-0.453198007000565,1,5170,8.55062796750248,18708,9.83670651884578,89.4669421487603,2.68484536164441,0.301029995663981,0.0934235976789168,0.000193423597678917,-0.503431660489478,0.456961104101504
"4",1147357933,"vkg4dNWKXB6QCq",0.711162567363084,"I agree to participate","Yes, I would be willing to install such an extension for 10,000 points","Offered plug-in","Yes","Selected ""yes"" the first time","Yes","Selected ""yes"" the first time","Less Than Once a Week","Every Day","Employed","Slightly conservative","A Democrat","not asked","Not very strong Democrat","not asked","4","3","3","3","2","2","-2","3","3","2","Every Day","Several Times a Week","Every Day","Several Times a Week","At Least Once a Week","At Least Once a Week","Less Than Once a Week","Less Than Once a Week","Every Day","Less Than Once a Week","Every Day","At Least Once a Week","At Least Once a Week","A lot","Not too much","Some","Some","Some","A lot","Not too much",NA,"Not too much",NA,"Some","Some","Yes","Democratic Party","Nancy Pelosi","Prime Minister of the United Kingdom","Michael Pompeo",62,9,"not asked","not asked","Rarely","Not important at all","39.0","93.0",31,38,74,55,"35.0","70.0","Quite a few",1,0,1,48,87,"59.0","62.0","selected","selected","selected","not selected","selected","not selected","selected","not selected","not selected",7,5,5,2,"Yes","Very favorable","selected","not selected","not selected",0,"None","A lot","Not much","Not much","Not much",1,"Somewhat Disagree","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat comfortable","Very uncomfortable","Very uncomfortable","Somewhat uncomfortable","Very uncomfortable","Poor","Excellent","Fair","Fair","Good","Excellent","Good","Trust ordinary people somewhat more",3,1,5,3,"20 seconds","not selected","selected","not selected","Yes, a family member or friend has tested positive for COVID-19","Yes, a family member or friend has been hospitalized for COVID-19","Very Concerned 7","5","6","6","6","Never","No, I did not look up information","Windows 10","Firefox 76","Desktop/laptop",1983,"Female","Mixed","Post-grad","Never married","Full-time","$150,000 - $199,999","Democrat","Not very strong Democrat","Hillary Clinton","10473.0","New York","Northeast","Yes","Conservative","Most of the time","Protestant","Once or twice a month","No","Very important","A few times a week","2020-05-29T01:46:18.243","2020-05-29T02:13:30.751",1161446077,0.813856288639439,"Offered plug-in","No Data","I don't know","Employed","A lot","Not at all","Some","Some","Some","Some","Not too much","A lot","Some","A lot","Some","Some",79,10,"41.0","88.0",55,19,65,51,"38.0","67.0","Quite a few",1,0,1,"13.0","don't know","don't know","49.0","Very favorable","selected","not selected","not selected",1,"None","Some","A lot","Not much","Some",4,"Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat uncomfortable","Very uncomfortable","Very uncomfortable","Very comfortable","Very uncomfortable","Poor","Excellent","Good","Fair","Fair","Excellent","Good","5","6","5","Very Concerned 7","6","Strongly support","Strongly agree","Helped their cause","Mostly peaceful","Yes",1,1,4,2,4,1,1,1,1,4,"Never","No, I did not look up information","Windows 10","Firefox 77","No Data",1983,"Female","Other","Post-grad","Never married","Full-time","$150,000 - $199,999","Democrat","Not very strong Democrat","Hillary Clinton",10473,"New York","Northeast","Yes","Moderate","Most of the time","Protestant","Once or twice a month","No","Very important","A few times a week","2020-06-21T21:26:17.161","2020-06-21T21:57:49.671",13,1,3,3,53,69,16,0,0,1,0,1,2,2,NA,4,2,3,NA,4,3,3,3,3,43,23,3,1,1,1,4.75,"Not very strong Democrat",2,0,6,1,37,1369,-24,2,2,1,0,0,"Treated, but removed NewsGuard between the first and second wave",5,0.333333333333333,3,0,1.5,5,4,5,4,3,3,2,67.5,4,49.5,47.5,2.5,1,1,42,3.73766961828337,2403,7.78447323573647,95.3125,0.954242509439325,0,0.19047619047619,0,0.655300204878392,1,24,3.17805383034795,1448,7.27793857294566,90.5,1.04139268515823,0,0.416666666666667,0,0.655300204878392,1,129,4.85981240436167,3699,8.21581779183245,87.4821428571429,1.44715803134222,0.301029995663981,0.209302325581395,0.00775193798449612,0.428308456968782,0.655300204878392
"5",1149913275,"vb7P1xTB6NLBkh",0.609642878248673,"I agree to participate","Yes, I would be willing to install such an extension for 10,000 points","Offered plug-in","Yes","Selected ""yes"" the first time","Yes","Selected ""yes"" the first time","Several Times a Week","Several Times a Week","Employed","Moderate; middle of the road","Independent","Closer to the Democratic Party","not asked","not asked","Full Understanding","Full Understanding","Full Understanding","Full Understanding","Full Understanding","No Understanding","-2","Strongly Agree","Strongly Agree","-2","Less Than Once a Week","Less Than Once a Week","Less Than Once a Week","Less Than Once a Week","Less Than Once a Week","Every Day","Every Day","Never","Less Than Once a Week","At Least Once a Week","Less Than Once a Week","Less Than Once a Week","Less Than Once a Week","Some","Not at all","A lot","Not too much","Not too much","Some","Not at all","Some","Some","Some","Some","Some","Yes","Democratic Party","Nancy Pelosi","Prime Minister of the United Kingdom","Michael Pompeo",60,1,"Never","Not important at all","not asked","not asked","54.0","60.0",25,76,76,76,"25.0","54.0","Quite a few",1,0,0.75,NA,NA,"don't know","76.0","not selected","not selected","not selected","not selected","not selected","selected","not selected","not selected","not selected",0,0,0,0,"Yes","Very favorable","selected","selected","selected",0,"Not much","A lot","Some","A lot","A lot",4,"Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat comfortable","Very uncomfortable","Very uncomfortable","Somewhat uncomfortable","Very uncomfortable","Poor","Good","Good","Good","Good","Good","Good","Trust experts much more",1,1,1,1,"20 seconds","not selected","not selected","selected","Yes, a family member or friend has tested positive for COVID-19","None of my friends or family members have been hospitalized for COVID-19","Very Concerned 7","Very Concerned 7","Very Concerned 7","Very Concerned 7","Very Concerned 7","Never","No, I did not look up information","Mac OS X 10.9","Firefox 76","Desktop/laptop",1953,"Male","White","Some college","Married","Part-time","$70,000 - $79,999","Independent","Lean Democrat","Hillary Clinton","98053.0","Washington","West","Yes","Moderate","Most of the time","Agnostic","Never","No","Not at all important","Once a day","2020-06-02T05:19:22.906","2020-06-02T06:03:19.872",1163637251,0.592639865910682,"Offered plug-in","vb7P1xTB6NLBkh","I neither liked it nor disliked it","Employed","Some","Not at all","Some","Not too much","Some","Some","Not at all","Some","Some","Some","Some","Some",67,0,"52.0","80.0",30,85,75,85,"26.0","64.0","Quite a few",1,1,0.75,"don't know","don't know","don't know","don't know","Somewhat favorable","selected","selected","not selected",1,"Not much","A lot","Some","A lot","A lot",4,"Somewhat disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat comfortable","Very uncomfortable","Very uncomfortable","Somewhat uncomfortable","Very uncomfortable","Poor","Good","Good","Good","Good","Good","Good","Very Concerned 7","Very Concerned 7","Very Concerned 7","Very Concerned 7","Very Concerned 7","Strongly support","Strongly agree","Helped their cause","Mostly peaceful","Yes",1,1,4,2,4,1,1,4,NA,4,"Never","No, I did not look up information","Mac OS X 10.15","Firefox 77","Desktop/laptop",1953,"Male","White","Some college","Married","Part-time","$70,000 - $79,999","Independent","Lean Democrat","Hillary Clinton",98053,"Washington","West","Yes","Moderate","Most of the time","Agnostic","Never","No","Not at all important","Once a day","2020-06-25T22:04:37.952","2020-06-25T22:45:56.300",8,1,3,3,59,67,8,0,0,1,0,1,1,1,3,3,3,3,3,3,3,3,3,3,58,8,1,0,0,0,0,"Closer to the Democratic Party",3,1,3,0,67,4489,-9,1.75,2.75,1,0,0,"Treated, but removed NewsGuard between the first and second wave",4,0.333333333333333,3,0,3,2,2,2,2,2,5,5,NA,3,63.25,68.75,5,1,1,525,6.26339826259162,2356,7.76472054477148,87.9504504504504,2.04921802267018,0,0.211428571428571,0,-0.120402449813689,1,608,6.41017488196617,2387,7.77779262633883,87.63671875,2.11058971029925,0,0.210526315789474,0,-0.182754587317711,1,828,6.71901315438526,4197,8.34212526333359,87.7876984126984,2.40312052117582,0,0.304347826086957,0,0.22977025283758,0.120402449813689
"6",1149913277,"vvxKc40V6FMhVB",0.640500756704789,"I agree to participate","Yes, I would be willing to install such an extension for 10,000 points","Control","not asked","not asked","not asked","not asked","Less Than Once a Week","Every Day","Unemployed","Somewhat liberal","A Democrat","not asked","Strong Democrat","not asked","3","4","No Understanding","4","3","No Understanding","3","2","2","-2","Less Than Once a Week","Less Than Once a Week","At Least Once a Week","At Least Once a Week","Never","Several Times a Week","Less Than Once a Week","Never","Less Than Once a Week","Less Than Once a Week","Less Than Once a Week","Less Than Once a Week","Less Than Once a Week","A lot","Not too much","Some","A lot","Some","Some","Not too much","Some","Some","Some","Some","Some","Yes","Democratic Party","Nancy Pelosi","Prime Minister of the United Kingdom","None of the above",60,6,"Some of the time","Very important","not asked","not asked","60.0","51.0",41,76,63,60,"41.0","35.0","Quite a few",1,0,0.75,25,NA,"don't know","don't know","not selected","selected","selected","not selected","selected","not selected","not selected","not selected","not selected",0,0,7,4,"Yes","Very favorable","selected","not selected","not selected",1,"Not much","Some","Some","Some","Some",3,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat uncomfortable","Somewhat uncomfortable","Very uncomfortable","Somewhat uncomfortable","Somewhat uncomfortable","Poor","Poor","Fair","Good","Good","Good","Good","Trust experts much more",1,1,2,1,"20 seconds","not selected","not selected","selected","No friends or family members have tested positive for COVID-19","not asked","5","5","6","6","5","Never","No, I did not look up information","Windows 10","MSEdge 18","Desktop/laptop",1954,"Male","White","Post-grad","Married","Retired","$70,000 - $79,999","Democrat","Strong Democrat","Hillary Clinton","78586.0","Texas","South","Yes","Liberal","Some of the time","Nothing in particular","Seldom","No","Not too important","A few times a month","2020-06-03T15:50:31.989","2020-06-03T16:13:34.064",1163564469,0.507036997829611,"Control","vvxKc40V6FMhVB","not asked","Unemployed","Some","Not too much","Some","Some","Some","Some","Not too much","Some","Some","Some","Some","Some",60,4,"61.0","63.0",26,54,61,50,"35.0","25.0","Quite a few",1,0,0.75,"35.0","don't know","don't know","don't know","Somewhat favorable","selected","selected","selected",2,"Not much","Some","Some","A lot","Some",3,"Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Very uncomfortable","Very uncomfortable","Very uncomfortable","Somewhat uncomfortable","Somewhat uncomfortable","Poor","Poor","Poor","Good","Fair","Good","Good","5","6","6","6","6","Strongly support","Strongly agree","Helped their cause","Mostly peaceful","Yes",1,NA,4,1,4,NA,1,NA,4,4,"Never","No, I did not look up information","Windows 10","MSEdge 18","Desktop/laptop",1954,"Male","White","Post-grad","Married","Retired","$70,000 - $79,999","Democrat","Strong Democrat","Hillary Clinton",78586,"Texas","South","Yes","Liberal","Some of the time","Nothing in particular","Seldom","No","Not too important","A few times a month","2020-06-25T17:56:04.517","2020-06-25T18:08:02.481",8,0,3,3,54,56,2,1,0,0,0,1,2,2,3,3,3,3,3,3,3,3,3,3,39,27,1.25,0,1,1,2.75,"Strong Democrat",1,1,6,0,66,4356,-28,1.75,1.75,0,0,0,"Not Treated",2,0,3,1.5,3,2,2,3,3,1,4,2,25,4,60,47.75,3,1,1,66,4.18965474202643,662,6.49526555593701,88.6538461538462,1.81954393554187,0,0.984848484848485,0,-0.283530159374707,1,31,3.43398720448515,301,5.70711026474888,89.5833333333333,1.39794000867204,0,0.774193548387097,0,-0.47467677856516,1,68,4.21950770517611,649,6.47543271670409,88.8970588235294,1.83884909073726,0,1,0,-0.545245274909264,0.283530159374707
